pl_hostname,pl_letter,pl_name,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_bmassj,pl_dens,st_teff,st_mass,st_rad,pl_kepflag,pl_k2flag,st_dist,st_optmag,pl_facility,ra,pl_cbflag,pl_eqt,pl_rade,pl_trandur,pl_ratdor,pl_disc,pl_locale,pl_telescope,pl_instrument,pl_mnum,pl_pelink,pl_edelink,st_lum,st_dens,st_age,st_spstr,st_umbj
OGLE2-TR-L9,b,OGLE2-TR-L9 b,1,2.4855335,0.0308,,4.5,,6933.0,1.52,1.53,0,0,1704.36,,OGLE,166.979921,0,,18.046,,,2008,Ground,1.3 m Warsaw University Telescope,OGLE CCD Array,0,http://exoplanet.eu/catalog/ogle2-tr-l9_b/,http://exoplanets.org/detail/OGLE2-TR-L9_b,,,,,
OGLE-TR-182,b,OGLE-TR-182 b,1,3.9791,0.051,0.0,1.01,,5924.0,1.14,1.14,0,0,2669.56,,OGLE,167.327963,0,,12.666,,,2007,Ground,1.3 m Warsaw University Telescope,OGLE CCD Array,0,http://exoplanet.eu/catalog/ogle-tr-182_b/,http://exoplanets.org/detail/OGLE-TR-182_b,,,,,
TOI-813,b,TOI-813 b,1,83.8911,0.423,0.0,,,5907.0,1.32,1.94,0,0,265.15,10.322,Transiting Exoplanet Survey Satellite (TESS),72.694042,0,610,6.71,,47.2,2020,Space,0.1 m TESS Telescope,TESS CCD Array,0,http://exoplanet.eu/catalog/toi-813_b/,,,0.254,3.73,G0 IV,
HATS-69,b,HATS-69 b,1,2.2252577,0.03211,0.519,0.577,0.46,5137.0,0.89,0.88,0,0,420.3,13.945,HATSouth,289.29735,0,1296,10.593,0.09824,7.859,2018,Ground,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,http://exoplanet.eu/catalog/hats-69_b/,,-0.318,1.854,8.0,,
HD 196050,b,HD 196050 b,1,1378.0,2.51,0.23,3.18,,5879.0,1.31,1.42,0,0,50.75,7.5,Anglo-Australian Telescope,309.465454,0,,,,,2002,Ground,3.9 m Anglo-Australian Telescope,UCLES Spectrograph,0,http://exoplanet.eu/catalog/hd_196050_b/,http://exoplanets.org/detail/HD_196050_b,,,,G4 V,
HD 10180,f,HD 10180 f,6,122.744,0.4929,0.119,0.0722,,5911.0,1.06,1.11,0,0,39.0,7.321,La Silla Observatory,24.473234,0,,,,,2010,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/hd_10180_f/,http://exoplanets.org/detail/HD_10180_f,,,,G1 V,
HD 10180,e,HD 10180 e,6,49.748,0.2699,0.051,0.0805,,5911.0,1.06,1.11,0,0,39.0,7.321,La Silla Observatory,24.473234,0,,,,,2010,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/hd_10180_e/,http://exoplanets.org/detail/HD_10180_e,,,,G1 V,
HD 10180,c,HD 10180 c,6,5.75969,0.06412,0.073,0.0416,,5911.0,1.06,1.11,0,0,39.0,7.321,La Silla Observatory,24.473234,0,,,,,2010,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/hd_10180_c/,http://exoplanets.org/detail/HD_10180_c,,,,G1 V,
HD 10180,g,HD 10180 g,6,604.67,1.427,0.263,0.0732,,5911.0,1.06,1.11,0,0,39.0,7.321,La Silla Observatory,24.473234,0,,,,,2010,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/hd_10180_g/,http://exoplanets.org/detail/HD_10180_g,,,,G1 V,
HD 10180,h,HD 10180 h,6,2205.0,3.381,0.095,0.2066,,5911.0,1.06,1.11,0,0,39.0,7.321,La Silla Observatory,24.473234,0,,,,,2010,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/hd_10180_h/,http://exoplanets.org/detail/HD_10180_h,,,,G1 V,
HD 10180,d,HD 10180 d,6,16.357,0.12859,0.131,0.0378,,5911.0,1.06,1.11,0,0,39.0,7.321,La Silla Observatory,24.473234,0,,,,,2010,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/hd_10180_d/,http://exoplanets.org/detail/HD_10180_d,,,,G1 V,
WASP-164,b,WASP-164 b,1,1.7771255,0.02818,0.0,2.13,1.96,5806.0,0.95,0.93,0,0,322.0,,SuperWASP-South,344.873413,0,1610,12.644,0.06682,6.5,2018,Ground,Canon 200mm f/1.8L,iKon-L CCD Camera,0,http://exoplanet.eu/catalog/wasp-164_b/,,,1.642,4.08,G2 V,
HR 2562,b,HR 2562 b,1,,20.3,,30.0,,,1.3,,0,0,34.04,6.11,Gemini Observatory,102.504227,0,1200,12.442,,,2016,Ground,8.19 m Gemini South Telescope,Gemini Planet Imager,0,http://exoplanet.eu/catalog/hr_2562_b/,,,,0.6,F5 V,
HD 142415,b,HD 142415 b,1,386.29999,1.06,0.5,1.67,,5940.0,1.07,1.04,0,0,35.57,7.327,La Silla Observatory,239.419968,0,,,,,2003,Ground,1.2 m Leonhard Euler Telescope,CORALIE Spectrograph,0,http://exoplanet.eu/catalog/hd_142415_b/,http://exoplanets.org/detail/HD_142415_b,,,,G1 V,
HD 23127,b,HD 23127 b,1,1211.17,2.37,0.406,1.527,,5843.0,1.21,1.49,0,0,94.11,8.576,Anglo-Australian Telescope,54.848495,0,,,,,2006,Ground,3.9 m Anglo-Australian Telescope,UCLES Spectrograph,0,http://exoplanet.eu/catalog/hd_23127_b/,http://exoplanets.org/detail/HD_23127_b,,,4.508,G2 V,
L 168-9,b,L 168-9 b,1,1.4015,0.02091,0.21,0.01447,9.6,3800.0,0.62,0.6,0,0,25.17,11.014,Transiting Exoplanet Survey Satellite (TESS),350.031372,0,965,1.39,,7.61,2020,Space,0.1 m TESS Telescope,TESS CCD Array,0,http://exoplanet.eu/catalog/l_168-9_b/,,-1.172,,,M1 V,1.213
HD 40307,g,HD 40307 g,5,197.8,0.6,0.29,0.0223,,4956.0,0.77,,0,0,12.94,7.17,La Silla Observatory,88.51767,0,,,,,2013,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/hd_40307_g/,,-0.639,,4.5,K3 V,
HD 40307,b,HD 40307 b,5,4.3123,0.0468,0.2,0.0126,,4956.0,0.77,,0,0,12.94,7.17,La Silla Observatory,88.51767,0,,,,,2009,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/hd_40307_b/,http://exoplanets.org/detail/HD_40307_b,-0.639,,4.5,K3 V,
HD 40307,c,HD 40307 c,5,9.6184,0.0799,0.06,0.0208,,4956.0,0.77,,0,0,12.94,7.17,La Silla Observatory,88.51767,0,,,,,2009,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/hd_40307_c/,http://exoplanets.org/detail/HD_40307_c,-0.639,,4.5,K3 V,
HD 40307,d,HD 40307 d,5,20.432,0.1321,0.07,0.0299,,4956.0,0.77,,0,0,12.94,7.17,La Silla Observatory,88.51767,0,,,,,2009,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/hd_40307_d/,http://exoplanets.org/detail/HD_40307_d,-0.639,,4.5,K3 V,
HD 40307,f,HD 40307 f,5,51.76,0.247,0.02,0.0164,,4956.0,0.77,,0,0,12.94,7.17,La Silla Observatory,88.51767,0,,,,,2013,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/hd_40307_f/,,-0.639,,4.5,K3 V,
HATS-30,b,HATS-30 b,1,3.1743516,0.04354,0.096,0.706,0.543,5943.0,1.09,1.06,0,0,339.0,12.192,HATSouth,5.618693,0,1414,13.171,0.1146,8.82,2016,Ground,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,http://exoplanet.eu/catalog/hats-30_b/,,0.097,1.29,2.3,G,
HD 213885,c,HD 213885 c,2,4.78503,0.056798,0.0,0.06277,,5978.0,1.07,1.1,0,0,47.97,7.996,Multiple Observatories,338.98465,0,1265,,,,2019,Ground,Multiple Telescopes,Multiple Instruments,0,http://exoplanet.eu/catalog/hd_213885_c/,,0.139,1.127,3.8,G,
HD 213885,b,HD 213885 b,2,1.008035,0.02012,0.0,0.02778,9.15,5978.0,1.07,1.1,0,0,47.97,7.996,Transiting Exoplanet Survey Satellite (TESS),338.98465,0,2128,1.745,,3.927,2019,Space,0.1 m TESS Telescope,TESS CCD Array,0,http://exoplanet.eu/catalog/hd_213885_b/,,0.139,1.127,3.8,G,
HD 27894,b,HD 27894 b,3,18.02,0.125,0.047,0.665,,,0.8,,0,0,43.88,9.349,La Silla Observatory,65.19603,0,,,,,2005,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/hd_27894_b/,http://exoplanets.org/detail/HD_27894_b,,,,K2 V,
HD 27894,c,HD 27894 c,3,36.07,0.198,0.015,0.162,,,0.8,,0,0,43.88,9.349,La Silla Observatory,65.19603,0,,,,,2017,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,,,,,,K2 V,
HD 27894,d,HD 27894 d,3,5174.0,5.448,0.389,5.415,,,0.8,,0,0,43.88,9.349,La Silla Observatory,65.19603,0,,,,,2017,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,,,,,,K2 V,
HD 27442,b,HD 27442 b,1,428.1,1.271,0.06,1.56,,4846.0,1.23,,0,0,18.28,4.44,Anglo-Australian Telescope,64.120956,0,,,,,2000,Ground,3.9 m Anglo-Australian Telescope,UCLES Spectrograph,0,http://exoplanet.eu/catalog/hd_27442_b/,http://exoplanets.org/detail/epsilon_Ret_b,,,,K1/2 III,1.07
HATS-68,b,HATS-68 b,1,3.5862202,0.05071,0.036,1.29,0.856,6147.0,1.35,1.75,0,0,618.2,12.276,HATSouth,15.005889,0,1741,13.809,0.1425,6.232,2018,Ground,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,http://exoplanet.eu/catalog/hats-68_b/,,0.592,0.356,3.02,,
WASP-145 A,b,WASP-145 A b,1,1.7690381,0.0261,0.0,0.89,1.6,4900.0,0.76,0.68,0,0,91.54,,SuperWASP-South,322.253754,0,1200,10.088,0.0407,8.74,2018,Ground,Canon 200mm f/1.8L,iKon-L CCD Camera,0,http://exoplanet.eu/catalog/wasp-145a_b/,,,3.36,6.99,K2 V,
HD 102117,b,HD 102117 b,1,20.8133,0.15,0.12,0.17,,5655.0,1.06,1.23,0,0,39.62,7.47,La Silla Observatory,176.210251,0,,,,,2005,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/hd_102117_b/,http://exoplanets.org/detail/HD_102117_b,,,,G6 V,
HIP 65891,b,HIP 65891 b,1,1084.5,2.81,0.13,6.0,,5000.0,2.5,8.93,0,0,136.05,6.75,Multiple Observatories,202.605301,0,,,,,2015,Ground,Multiple Telescopes,Multiple Instruments,0,http://exoplanet.eu/catalog/hip_65891_b/,,1.65,,,K0 III,
HD 21693,c,HD 21693 c,2,53.7357,0.2586,0.07,0.0547,,5430.0,0.8,,0,0,32.38,7.95,La Silla Observatory,51.80201,0,,,,,2019,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/hd_21693_c/,,-0.208,,,G8 V,
HD 21693,b,HD 21693 b,2,22.6786,0.1455,0.12,0.0259,,5430.0,0.8,,0,0,32.38,7.95,La Silla Observatory,51.80201,0,,,,,2019,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/hd_21693_b/,,-0.208,,,G8 V,
HD 221287,b,HD 221287 b,1,456.1,1.25,0.08,3.09,,6304.0,1.25,,0,0,56.01,7.807,La Silla Observatory,352.834747,0,,,,,2007,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/hd_221287_b/,http://exoplanets.org/detail/HD_221287_b,0.22,,1.3,F7 V,
WASP-73,b,WASP-73 b,1,4.08722,,0.0,2.86,,6030.0,2.52,2.55,0,0,319.57,10.5,SuperWASP,319.94961,0,,15.917,,5.75,2014,Ground,Canon 200mm f/1.8L,iKon-L CCD Camera,0,http://exoplanet.eu/catalog/wasp-73_b/,,,0.21,,F9,
AB Pic,b,AB Pic b,1,,260.0,,13.5,,,,,0,0,50.12,9.128,Paranal Observatory,94.803802,0,,,,,2005,Ground,8.2 m ESO VLT UT4 Yepun Telescope,NACO Camera,0,http://exoplanet.eu/catalog/ab_pic_b/,,,,0.03,K2 V,
HD 30177,b,HD 30177 b,2,2527.83,3.704,0.162,8.622,,5607.0,1.05,1.02,0,0,55.68,8.397,Anglo-Australian Telescope,70.476555,0,,,,,2002,Ground,3.9 m Anglo-Australian Telescope,UCLES Spectrograph,0,http://exoplanet.eu/catalog/hd_30177_b/,http://exoplanets.org/detail/HD_30177_b,,,2.525,G8 V,
HD 30177,c,HD 30177 c,2,11613.0,9.89,0.22,7.6,,5607.0,1.05,1.02,0,0,55.68,8.397,Multiple Observatories,70.476555,0,,,,,2016,Ground,Multiple Telescopes,Multiple Instruments,0,http://exoplanet.eu/catalog/hd_30177_c/,,,,2.525,G8 V,
HD 101930,b,HD 101930 b,1,70.46,0.3,0.11,0.25,,5108.0,0.57,0.86,0,0,30.05,8.21,La Silla Observatory,175.875458,0,,,,,2005,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/hd_101930_b/,http://exoplanets.org/detail/HD_101930_b,,,,K1 V,
GJ 422,b,GJ 422 b,1,20.129,0.111,0.11,0.03483,,,0.35,,0,0,12.67,11.55,Multiple Observatories,169.00087,0,,,,,2014,Ground,Multiple Telescopes,Multiple Instruments,0,http://exoplanet.eu/catalog/gj_422_b/,,,,,M3.5 V,1.0
HD 219666,b,HD 219666 b,1,6.03607,0.06356,0.0,0.05223,0.87,5527.0,0.92,1.03,0,0,94.43,,Transiting Exoplanet Survey Satellite (TESS),349.556792,0,1073,4.71,0.0899167,13.27,2018,Space,0.1 m TESS Telescope,TESS CCD Array,0,http://exoplanet.eu/catalog/hd_219666_b/,,,,10.0,,
eps Ind A,b,eps Ind A b,1,16510.0,11.55,0.26,3.25,,,0.75,,0,0,3.64,4.69,La Silla Observatory,330.84024,0,,,,,2019,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/eps_ind_a_b/,,-0.622,,4.7,K2 V,0.99
HD 154857,b,HD 154857 b,2,408.60001,1.29,0.46,2.45,,5589.0,1.96,2.3,0,0,63.56,7.238,Anglo-Australian Telescope,257.815521,0,,,,,2004,Ground,3.9 m Anglo-Australian Telescope,UCLES Spectrograph,0,http://exoplanet.eu/catalog/hd_154857_b/,http://exoplanets.org/detail/HD_154857_b,,,,G5 V,
HD 154857,c,HD 154857 c,2,3452.0,5.36,0.06,2.58,,5589.0,1.96,2.3,0,0,63.56,7.238,Anglo-Australian Telescope,257.815521,0,,,,,2014,Ground,3.9 m Anglo-Australian Telescope,UCLES Spectrograph,0,http://exoplanet.eu/catalog/hd_154857_c/,http://exoplanets.org/detail/HD_154857_c,,,,G5 V,
HD 2039,b,HD 2039 b,1,1120.0,2.2,0.71,6.29,,5945.0,1.23,1.19,0,0,85.9,9.0,Anglo-Australian Telescope,6.084491,0,,,,,2002,Ground,3.9 m Anglo-Australian Telescope,UCLES Spectrograph,0,http://exoplanet.eu/catalog/hd_2039_b/,http://exoplanets.org/detail/HD_2039_b,,,,G2/G3 IV/V,
HD 215497,b,HD 215497 b,2,3.93404,0.05,0.16,0.02,,5110.0,0.67,0.85,0,0,40.59,8.96,La Silla Observatory,341.653137,0,,,,,2009,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/hd_215497_b/,http://exoplanets.org/detail/HD_215497_b,,,,K3 V,
HD 215497,c,HD 215497 c,2,567.94,1.282,0.49,0.33,,5110.0,0.67,0.85,0,0,40.59,8.96,La Silla Observatory,341.653137,0,,,,,2009,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/hd_215497_c/,http://exoplanets.org/detail/HD_215497_c,,,,K3 V,
GJ 1252,b,GJ 1252 b,1,0.5182349,0.00916,0.0,0.00658,,3458.0,0.38,0.39,0,0,20.38,12.193,Transiting Exoplanet Survey Satellite (TESS),306.925235,0,1089,1.193,0.0305833,,2020,Space,0.1 m TESS Telescope,TESS CCD Array,0,http://exoplanet.eu/catalog/gj_1252_b/,,-1.708,,,M3,
HD 154672,b,HD 154672 b,1,163.94,0.6,0.61,5.37,,5743.0,1.18,1.32,0,0,63.16,8.21,Las Campanas Observatory,257.520477,0,,,,,2008,Ground,6.5 m Magellan II Clay Telescope,MIKE Spectrograph,0,http://exoplanet.eu/catalog/hd_154672_b/,http://exoplanets.org/detail/HD_154672_b,,,,G3 IV,
HATS-46,b,HATS-46 b,1,4.7423729,0.05367,0.559,0.173,0.28,5495.0,0.92,0.85,0,0,448.0,13.634,HATSouth,6.702417,0,1054,10.122,0.1014,13.55,2018,Ground,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,http://exoplanet.eu/catalog/hats-46_b/,,-0.23,2.1,3.0,,
HD 121504,b,HD 121504 b,1,63.33,0.33,0.03,1.51,,6027.0,1.62,1.07,0,0,41.71,7.517,La Silla Observatory,209.321823,0,,,,,2003,Ground,1.2 m Leonhard Euler Telescope,CORALIE Spectrograph,0,http://exoplanet.eu/catalog/hd_121504_b/,http://exoplanets.org/detail/HD_121504_b,,,,G2 V,
HD 106906,b,HD 106906 b,1,,650.0,,11.0,,6516.0,1.5,,0,0,103.33,7.797,Las Campanas Observatory,184.471634,0,1800,,,,2013,Ground,6.5 m Magellan II Clay Telescope,Clio2 Camera,0,http://exoplanet.eu/catalog/hd_106906_b/,,0.75,,0.013,F5 V,
WASP-46,b,WASP-46 b,1,1.43036763,0.02335,,1.91,1.467,5600.0,0.83,0.86,0,0,379.36,12.9,SuperWASP,318.736981,0,1636,13.159,,5.851,2011,Ground,Canon 200mm f/1.8L,iKon-L CCD Camera,0,http://exoplanet.eu/catalog/wasp-46_b/,http://exoplanets.org/detail/WASP-46_b,,1.845,9.6,G6 V,
WASP-97,b,WASP-97 b,1,2.07276,,0.0,1.36,,5640.0,1.18,1.08,0,0,151.73,,SuperWASP,24.604338,0,,12.778,,6.72,2014,Ground,Canon 200mm f/1.8L,iKon-L CCD Camera,0,http://exoplanet.eu/catalog/wasp-97_b/,,,1.34,,G5,
HATS-33,b,HATS-33 b,1,2.5495551,0.03727,0.08,1.192,0.79,5659.0,1.06,1.02,0,0,255.0,11.911,HATSouth,294.633636,0,1429,13.787,0.1115,7.83,2016,Ground,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,http://exoplanet.eu/catalog/hats-33_b/,,-0.018,1.4,3.0,,
HD 51608,b,HD 51608 b,2,14.0726,0.1059,0.09,0.0402,,5358.0,0.8,,0,0,34.83,8.17,La Silla Observatory,103.713921,0,,,,,2019,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/hd_51608_b/,,-0.244,,,G7 V,
HD 51608,c,HD 51608 c,2,95.9446,0.3809,0.14,0.045,,5358.0,0.8,,0,0,34.83,8.17,La Silla Observatory,103.713921,0,,,,,2019,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/hd_51608_c/,,-0.244,,,G7 V,
HATS-29,b,HATS-29 b,1,4.6058749,0.05475,0.158,0.653,0.411,5670.0,1.03,1.07,0,0,351.0,12.612,HATSouth,285.096424,0,1212,14.022,0.1338,10.96,2016,Ground,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,http://exoplanet.eu/catalog/hats-29_b/,,0.029,1.17,5.5,G,
HD 211970,b,HD 211970 b,1,25.201,0.143,0.15,0.0409,,4127.0,0.61,,0,0,13.0,8.99,Las Campanas Observatory,335.567535,0,,,,,2019,Ground,6.5 m Magellan II Clay Telescope,Carnegie Planet Finder Spectrograph,0,http://exoplanet.eu/catalog/hd_211970_b/,,,,,K7 V,
HIP 8541,b,HIP 8541 b,1,1560.2,2.8,0.16,5.5,,4670.0,1.17,7.83,0,0,168.63,7.88,Multiple Observatories,27.526375,0,,,,,2016,Ground,Multiple Telescopes,Multiple Instruments,0,http://exoplanet.eu/catalog/hip_8541_b/,,1.405,,,K2 III/IV,
HD 63765,b,HD 63765 b,1,358.0,0.94,0.24,0.53,,5449.0,0.65,0.83,0,0,32.57,8.1,La Silla Observatory,116.957161,0,,,,,2009,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/hd_63765_b/,http://exoplanets.org/detail/HD_63765_b,,,,G9 V,
GJ 3082,b,GJ 3082 b,1,11.949,0.079,0.22,0.0258,,,0.47,,0,0,16.63,11.077,Multiple Facilities,18.64249,0,,,,,2020,Ground,Multiple Telescopes,Multiple Instruments,0,http://exoplanet.eu/catalog/gj_3082_b/,,,,,M0.0,1.2
HD 10647,b,HD 10647 b,1,989.2,2.015,0.15,0.94,,6218.0,1.11,1.1,0,0,17.34,5.52,W. M. Keck Observatory,25.622149,0,,,,,2006,Ground,10 m Keck I Telescope,HIRES Spectrometer,0,http://exoplanet.eu/catalog/hd_10647_b/,http://exoplanets.org/detail/HD_10647_b,0.149,,1.4,F9 V,
GJ 163,c,GJ 163 c,3,25.63058,0.1254,0.099,0.0214,,3500.0,0.4,,0,0,15.14,11.81,La Silla Observatory,62.315273,0,,,,,2013,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/gj_163_c/,http://exoplanets.org/detail/GJ_163_c,-1.708,,6.0,M3.5 V,1.1
GJ 163,d,GJ 163 d,3,603.95116,1.0304,0.373,0.0925,,3500.0,0.4,,0,0,15.14,11.81,La Silla Observatory,62.315273,0,,,,,2013,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/gj_163_d/,http://exoplanets.org/detail/GJ_163_d,-1.708,,6.0,M3.5 V,1.1
GJ 163,b,GJ 163 b,3,8.63182,0.0607,0.073,0.03335,,3500.0,0.4,,0,0,15.14,11.81,La Silla Observatory,62.315273,0,,,,,2013,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/gj_163_b/,http://exoplanets.org/detail/GJ_163_b,-1.708,,6.0,M3.5 V,1.1
HD 23079,b,HD 23079 b,1,730.59998,1.6,0.1,2.61,,5974.0,1.12,1.07,0,0,33.49,7.12,Anglo-Australian Telescope,54.929562,0,,,,,2001,Ground,3.9 m Anglo-Australian Telescope,UCLES Spectrograph,0,http://exoplanet.eu/catalog/hd_23079_b/,http://exoplanets.org/detail/HD_23079_b,,,,F8/G0 V,
WASP-87,b,WASP-87 b,1,1.682795,0.02946,0.0,2.18,,6450.0,1.2,1.63,0,0,300.92,,Anglo-Australian Telescope,185.324708,0,,15.524,,,2016,Ground,3.9 m Anglo-Australian Telescope,UCLES Spectrograph,0,http://exoplanet.eu/catalog/wasp-87_a_b/,,,,,,
HIP 71135,b,HIP 71135 b,1,87.19,0.335,0.21,0.05915,,4146.0,0.66,,0,0,32.36,10.542,Las Campanas Observatory,218.21759,0,,,,,2019,Ground,6.5 m Magellan II Clay Telescope,Carnegie Planet Finder Spectrograph,0,http://exoplanet.eu/catalog/hip_71135_b/,,,,,M1,
HD 113538,b,HD 113538 b,2,663.2,1.24,0.14,0.36,,4462.0,0.58,0.53,0,0,15.9,9.057,La Silla Observatory,196.239487,0,,,,,2010,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/hd_113538_b/,,,,4.3,K9 V,1.29
HD 113538,c,HD 113538 c,2,1818.0,2.44,0.2,0.93,,4462.0,0.58,0.53,0,0,15.9,9.057,La Silla Observatory,196.239487,0,,,,,2010,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/hd_113538_c/,,,,4.3,K9 V,1.29
KELT-15,b,KELT-15 b,1,3.32944,,0.0,1.31,,6003.0,2.06,1.78,0,0,327.74,11.189,KELT-South,117.415037,0,,19.504,,6.7,2016,Ground,Mamiya 645 80mm f/1.9,Apogee 4K CCD Sensor,0,http://exoplanet.eu/catalog/kelt-15_b/,,,0.51,,,
TOI-270,c,TOI-270 c,3,5.660172,0.0472,0.0,,,3386.0,0.4,0.38,0,0,22.45,12.62,Transiting Exoplanet Survey Satellite (TESS),68.4155,0,424,2.42,0.0690833,27.01,2019,Space,0.1 m TESS Telescope,TESS CCD Array,0,http://exoplanet.eu/catalog/toi-270_c/,,-1.77,10.5,,M3.0 V,
TOI-270,d,TOI-270 d,3,11.38014,0.0733,0.0,,,3386.0,0.4,0.38,0,0,22.45,12.62,Transiting Exoplanet Survey Satellite (TESS),68.4155,0,340,2.13,0.0895,41.56,2019,Space,0.1 m TESS Telescope,TESS CCD Array,0,http://exoplanet.eu/catalog/toi-270_d/,,-1.77,10.5,,M3.0 V,
TOI-270,b,TOI-270 b,3,3.36008,0.0306,0.0,,,3386.0,0.4,0.38,0,0,22.45,12.62,Transiting Exoplanet Survey Satellite (TESS),68.4155,0,528,1.247,0.0577917,17.48,2019,Space,0.1 m TESS Telescope,TESS CCD Array,0,http://exoplanet.eu/catalog/toi-270_b/,,-1.77,10.5,,M3.0 V,
HD 126525,b,HD 126525 b,1,960.41,1.837,0.035,0.237,,5638.0,0.9,0.98,0,0,37.69,7.847,La Silla Observatory,216.887375,0,,,,,2018,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/hd_126525_b/,,,,9.67,G5 V,
HD 160691,b,HD 160691 b,4,643.25,1.497,0.128,1.676,,,1.08,,0,0,15.61,5.15,Anglo-Australian Telescope,266.036255,0,,,,,2000,Ground,3.9 m Anglo-Australian Telescope,UCLES Spectrograph,0,http://exoplanet.eu/catalog/mu_ara_b/,http://exoplanets.org/detail/mu_Ara_b,,,6.4,G5 V,
HD 160691,e,HD 160691 e,4,310.55,0.921,0.0666,0.5219,,,1.08,,0,0,15.61,5.15,La Silla Observatory,266.036255,0,,,,,2006,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/mu_ara_e/,http://exoplanets.org/detail/mu_Ara_e,,,6.4,G5 V,
HD 160691,d,HD 160691 d,4,9.6386,0.09094,0.172,0.03321,,,1.08,,0,0,15.61,5.15,La Silla Observatory,266.036255,0,,,,,2004,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/mu_ara_d/,http://exoplanets.org/detail/mu_Ara_d,,,6.4,G5 V,
HD 160691,c,HD 160691 c,4,4205.8,5.235,0.0985,1.814,,,1.08,,0,0,15.61,5.15,Anglo-Australian Telescope,266.036255,0,,,,,2004,Ground,3.9 m Anglo-Australian Telescope,UCLES Spectrograph,0,http://exoplanet.eu/catalog/mu_ara_c/,http://exoplanets.org/detail/mu_Ara_c,,,6.4,G5 V,
GJ 676 A,c,GJ 676 A c,4,7337.0,6.6,,6.8,,3734.0,0.73,0.69,0,0,16.03,9.58,Paranal Observatory,262.546692,0,,,,,2016,Ground,Very Large Telescope (Antu),FORS2,0,http://exoplanet.eu/catalog/gj_676_a_c/,,,,,M0 V,1.3
GJ 676 A,d,GJ 676 A d,4,3.6005,,0.262,0.014,,3734.0,0.73,0.69,0,0,16.03,9.58,La Silla Observatory,262.546692,0,,,,,2012,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/gj_676_a_d/,,,,,M0 V,1.3
